"","Ensembl_ID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol","STRING_id","source"
"1","ENSG00000211891",313,-1.7657,0.1961,1.04e-23,1.98e-19,"IGHE","#N/A","#N/A"
"2","ENSG00000167513",108,-0.7746,0.1064,4.82e-15,4.58e-11,"CDT1","9606.ENSP00000301019","Ensembl_gene"
"3","ENSG00000111206",115,-0.7403,0.1239,3.04e-11,1.93e-07,"FOXM1","9606.ENSP00000342307","Ensembl_gene"
"4","ENSG00000089685",126,-0.6839,0.115,4.26e-11,2.03e-07,"BIRC5","9606.ENSP00000301633","Ensembl_gene"
"5","ENSG00000123485",52,-0.6009,0.1174,6.91e-09,2.63e-05,"HJURP","9606.ENSP00000414109","Ensembl_gene"
"6","ENSG00000088325",135,-0.5117,0.1027,1.53e-08,4.83e-05,"TPX2","9606.ENSP00000300403","Ensembl_gene"
"7","ENSG00000167900",208,-0.5328,0.1124,4.46e-08,0.000106,"TK1","9606.ENSP00000301634","Ensembl_gene"
"8","ENSG00000181856",18,-0.7811,0.1633,4.48e-08,0.000106,"SLC2A4","9606.ENSP00000320935","Ensembl_gene"
"9","ENSG00000135451",77,-0.5164,0.1107,7.9e-08,0.000167,"TROAP","9606.ENSP00000257909","Ensembl_gene"
"10","ENSG00000115641",58,-0.4703,0.1002,8.86e-08,0.000168,"FHL2","9606.ENSP00000386665","Ensembl_gene"
"11","ENSG00000093009",46,-0.5424,0.1248,3.45e-07,0.000595,"CDC45","9606.ENSP00000405726","Ensembl_gene"
"12","ENSG00000159346",23299,-0.3943,0.0916,4.74e-07,0.000751,"ADIPOR1","9606.ENSP00000341785","Ensembl_gene"
"13","ENSG00000122642",128,-0.3645,0.0849,6.11e-07,0.000893,"FKBP9","9606.ENSP00000439250","Ensembl_gene"
"14","ENSG00000148773",303,-0.4374,0.1044,7.11e-07,0.000965,"MKI67","9606.ENSP00000357643","Ensembl_gene"
"15","ENSG00000228168",101,-0.3863,0.0916,8.3e-07,0.00105,"HNRNPA1P21","#N/A","#N/A"
"16","ENSG00000176890",182,-0.5352,0.1318,8.95e-07,0.00106,"TYMS","9606.ENSP00000315644","Ensembl_gene"
"17","ENSG00000158578",25886,-0.7002,0.1795,9.88e-07,0.00111,"ALAS2","9606.ENSP00000332369","Ensembl_gene"
"18","ENSG00000175793",35,-0.4977,0.1212,1.23e-06,0.0013,"SFN","9606.ENSP00000340989","Ensembl_gene"
"19","ENSG00000090889",34,-0.5305,0.1311,1.35e-06,0.00135,"KIF4A","9606.ENSP00000363524","Ensembl_gene"
"20","ENSG00000060138",10888,-0.4316,0.1089,1.79e-06,0.00156,"YBX3","9606.ENSP00000228251","Ensembl_gene"
"21","ENSG00000127564",94,-0.4218,0.1064,2.14e-06,0.00156,"PKMYT1","9606.ENSP00000262300","Ensembl_gene"
"22","ENSG00000175063",162,-0.3761,0.0955,2e-06,0.00156,"UBE2C","9606.ENSP00000348838","Ensembl_gene"
"23","ENSG00000175274",6846,-0.3163,0.0779,1.72e-06,0.00156,"TP53I11","9606.ENSP00000436152","Ensembl_gene"
"24","ENSG00000198355",4511,-0.1758,0.0422,2.09e-06,0.00156,"PIM3","9606.ENSP00000353824","Ensembl_gene"
"25","ENSG00000213088",122,-0.6638,0.1769,1.92e-06,0.00156,"ACKR1","9606.ENSP00000357103","Ensembl_gene"
"26","ENSG00000245848",3681,-0.2409,0.059,2.1e-06,0.00156,"CEBPA","9606.ENSP00000427514","Ensembl_gene"
"27","ENSG00000164611",265,-0.3579,0.0901,2.32e-06,0.00163,"PTTG1","9606.ENSP00000377536","Ensembl_gene"
"28","ENSG00000167994",113,-0.6128,0.1635,2.48e-06,0.00169,"RAB3IL1","9606.ENSP00000378313","Ensembl_gene"
"29","ENSG00000157456",89,-0.5166,0.1352,2.58e-06,0.00169,"CCNB2","9606.ENSP00000288207","Ensembl_gene"
"30","ENSG00000137198",2060,-0.5032,0.1326,2.71e-06,0.00172,"GMPR","9606.ENSP00000259727","Ensembl_gene"
"31","ENSG00000094804",53,-0.4041,0.1029,2.82e-06,0.00173,"CDC6","9606.ENSP00000209728","Ensembl_gene"
"32","ENSG00000104892",368,-0.5726,0.1566,3.54e-06,0.0021,"KLC3","9606.ENSP00000375810","Ensembl_gene"
"33","ENSG00000156738",3619,0.3271,0.0847,3.74e-06,0.00215,"MS4A1","9606.ENSP00000433277","Ensembl_gene"
"34","ENSG00000156381",297,-0.37,0.0974,4.38e-06,0.00245,"ANKRD9","9606.ENSP00000286918","Ensembl_gene"
"35","ENSG00000163534",617,0.3034,0.079,4.54e-06,0.00247,"FCRL1","9606.ENSP00000357158","Ensembl_gene"
"36","ENSG00000004939",7477,-0.6298,0.1769,4.71e-06,0.00249,"SLC4A1","9606.ENSP00000262418","Ensembl_gene"
"37","ENSG00000134057",145,-0.2891,0.0753,5e-06,0.00257,"CCNB1","9606.ENSP00000256442","Ensembl_gene"
"38","ENSG00000111665",61,-0.4134,0.1102,5.24e-06,0.00262,"CDCA3","9606.ENSP00000442068","Ensembl_gene"
"39","ENSG00000178999",148,-0.337,0.0891,5.39e-06,0.00263,"AURKB","9606.ENSP00000313950","Ensembl_gene"
"40","ENSG00000101412",289,-0.3302,0.0875,5.55e-06,0.00264,"E2F1","9606.ENSP00000345571","Ensembl_gene"
"41","ENSG00000131153",115,-0.4208,0.1135,5.74e-06,0.00265,"GINS2","9606.ENSP00000253462","Ensembl_gene"
"42","ENSG00000171848",312,-0.4142,0.1128,5.99e-06,0.00265,"RRM2","9606.ENSP00000353770","Ensembl_gene"
"43","ENSG00000237803",298,-0.3284,0.0875,5.99e-06,0.00265,"LINC00211","#N/A","#N/A"
"44","ENSG00000089169",758,-0.3291,0.0885,6.49e-06,0.00275,"RPH3A","9606.ENSP00000374036","Ensembl_gene"
"45","ENSG00000130821",1281,-0.5007,0.1407,6.66e-06,0.00275,"SLC6A8","9606.ENSP00000253122","Ensembl_gene"
"46","ENSG00000147454",61231,-0.3395,0.0917,6.58e-06,0.00275,"SLC25A37","9606.ENSP00000429200","Ensembl_gene"
"47","ENSG00000108309",3222,-0.5819,0.1677,7.07e-06,0.0028,"RUNDC3A","9606.ENSP00000410862","Ensembl_gene"
"48","ENSG00000158856",12581,-0.4745,0.1333,7.07e-06,0.0028,"DMTN","9606.ENSP00000427866","Ensembl_gene"
"49","ENSG00000115163",16,-0.5886,0.1633,7.92e-06,0.00303,"CENPA","9606.ENSP00000336868","Ensembl_gene"
"50","ENSG00000126787",57,-0.4548,0.1269,8.3e-06,0.00303,"DLGAP5","9606.ENSP00000247191","Ensembl_gene"
"51","ENSG00000143416",3971,-0.6353,0.188,8.3e-06,0.00303,"SELENBP1","9606.ENSP00000397261","Ensembl_gene"
"52","ENSG00000197993",211,-0.4983,0.1424,8.02e-06,0.00303,"KEL","9606.ENSP00000347409","Ensembl_gene"
"53","ENSG00000164087",154,-0.2453,0.0655,8.73e-06,0.00313,"POC1A","9606.ENSP00000296484","Ensembl_gene"
"54","ENSG00000129195",19,-0.5355,0.1488,9.18e-06,0.00323,"PIMREG","9606.ENSP00000250056","Ensembl_gene"
"55","ENSG00000187266",700,-0.208,0.0554,9.36e-06,0.00324,"EPOR","9606.ENSP00000222139","Ensembl_gene"
"56","ENSG00000238243",572,-0.569,0.1679,1.05e-05,0.0035,"OR2W3","9606.ENSP00000353516","Ensembl_gene"
"57","ENSG00000274173",242,-0.5212,0.1532,1.05e-05,0.0035,"AL035661.1","#N/A","#N/A"
"58","ENSG00000007968",1044,-0.2883,0.0798,1.11e-05,0.0036,"E2F2","9606.ENSP00000355249","Ensembl_gene"
"59","ENSG00000182521",13,-0.6622,0.1902,1.12e-05,0.0036,"TBPL2","9606.ENSP00000247219","Ensembl_gene"
"60","ENSG00000284526",588,-0.2698,0.0745,1.16e-05,0.00369,"AC015802.6","#N/A","#N/A"
"61","ENSG00000105610",594,-0.569,0.1715,1.24e-05,0.00387,"KLF1","9606.ENSP00000264834","Ensembl_gene"
"62","ENSG00000237649",109,-0.4602,0.134,1.29e-05,0.00396,"KIFC1","9606.ENSP00000393963","Ensembl_gene"
"63","ENSG00000051180",61,-0.4421,0.1278,1.35e-05,0.00404,"RAD51","9606.ENSP00000372088","Ensembl_gene"
"64","ENSG00000162367",840,-0.3806,0.1098,1.36e-05,0.00404,"TAL1","9606.ENSP00000294339","Ensembl_gene"
"65","ENSG00000184792",1414,-0.4547,0.1347,1.43e-05,0.00418,"OSBP2","9606.ENSP00000332576","Ensembl_gene"
"66","ENSG00000186185",38,-0.5184,0.154,1.61e-05,0.00463,"KIF18B","9606.ENSP00000465992","Ensembl_gene"
"67","ENSG00000150045",390,0.4428,0.1335,1.78e-05,0.00498,"KLRF1","9606.ENSP00000483713","Ensembl_gene"
"68","ENSG00000166947",1240,-0.5284,0.1617,1.78e-05,0.00498,"EPB42","9606.ENSP00000300215","Ensembl_gene"
"69","ENSG00000076864",163,-0.4819,0.1466,2.08e-05,0.00563,"RAP1GAP","9606.ENSP00000434033","Ensembl_gene"
"70","ENSG00000100162",97,-0.3967,0.1182,2.12e-05,0.00563,"CENPM","9606.ENSP00000215980","Ensembl_gene"
"71","ENSG00000112053",512,-0.382,0.1147,2.16e-05,0.00563,"SLC26A8","9606.ENSP00000417638","Ensembl_gene"
"72","ENSG00000136842",560,-0.4341,0.1321,2.13e-05,0.00563,"TMOD1","9606.ENSP00000259365","Ensembl_gene"
"73","ENSG00000197721",40,-0.419,0.1235,2.05e-05,0.00563,"CR1L","9606.ENSP00000421736","Ensembl_gene"
"74","ENSG00000229417",44,0.3485,0.1014,2.26e-05,0.00581,"NPM1P25","#N/A","#N/A"
"75","ENSG00000196517",51,-0.5529,0.1731,2.39e-05,0.00606,"SLC6A9","9606.ENSP00000353791","Ensembl_gene"
"76","ENSG00000100558",256,-0.4772,0.1491,2.46e-05,0.00615,"PLEK2","9606.ENSP00000216446","Ensembl_gene"
"77","ENSG00000079393",54,-0.4766,0.1461,2.51e-05,0.00619,"DUSP13","9606.ENSP00000361785","Ensembl_gene"
"78","ENSG00000123405",22985,-0.2651,0.078,2.55e-05,0.00622,"NFE2","9606.ENSP00000439120","Ensembl_gene"
"79","ENSG00000117399",97,-0.4554,0.1409,2.59e-05,0.00623,"CDC20","9606.ENSP00000361540","Ensembl_gene"
"80","ENSG00000069399",5488,-0.2434,0.0713,2.67e-05,0.00634,"BCL3","9606.ENSP00000164227","Ensembl_gene"
"81","ENSG00000029993",105,-0.2731,0.0814,2.73e-05,0.0064,"HMGB3","9606.ENSP00000359393","Ensembl_gene"
"82","ENSG00000163687",95,0.3631,0.1097,2.78e-05,0.00645,"DNASE1L3","9606.ENSP00000378053","Ensembl_gene"
"83","ENSG00000112984",25,-0.5527,0.1738,3.01e-05,0.00681,"KIF20A","9606.ENSP00000378356","Ensembl_gene"
"84","ENSG00000132704",462,0.2782,0.083,2.98e-05,0.00681,"FCRL2","9606.ENSP00000355157","Ensembl_gene"
"85","ENSG00000136732",44641,-0.3999,0.1251,3.05e-05,0.00681,"GYPC","9606.ENSP00000259254","Ensembl_gene"
"86","ENSG00000136026",3833,-0.1981,0.0577,3.16e-05,0.00684,"CKAP4","9606.ENSP00000367265","Ensembl_gene"
"87","ENSG00000162366",2861,-0.4569,0.1469,3.17e-05,0.00684,"PDZK1IP1","9606.ENSP00000294338","Ensembl_gene"
"88","ENSG00000184226",55,0.429,0.1321,3.14e-05,0.00684,"PCDH9","9606.ENSP00000367096","Ensembl_gene"
"89","ENSG00000022840",14472,-0.2687,0.0812,3.44e-05,0.00688,"RNF10","9606.ENSP00000322242","Ensembl_gene"
"90","ENSG00000082146",6030,-0.4113,0.1301,3.37e-05,0.00688,"STRADB","9606.ENSP00000194530","Ensembl_gene"
"91","ENSG00000145335",2951,-0.5001,0.1616,3.32e-05,0.00688,"SNCA","9606.ENSP00000338345","Ensembl_gene"
"92","ENSG00000160685",12815,-0.1687,0.0487,3.42e-05,0.00688,"ZBTB7B","9606.ENSP00000406286","Ensembl_gene"
"93","ENSG00000171552",10896,-0.3822,0.1195,3.34e-05,0.00688,"BCL2L1","9606.ENSP00000302564","Ensembl_gene"
"94","ENSG00000198876",7874,-0.3335,0.1027,3.36e-05,0.00688,"DCAF12","9606.ENSP00000355114","Ensembl_gene"
"95","ENSG00000243566",178,-0.3093,0.0936,3.3e-05,0.00688,"UPK3B","9606.ENSP00000257632","Ensembl_gene"
"96","ENSG00000182566",124,-0.3087,0.094,3.71e-05,0.00734,"CLEC4G","9606.ENSP00000327599","Ensembl_gene"
"97","ENSG00000168078",12,-0.6795,0.2219,3.83e-05,0.0075,"PBK","9606.ENSP00000428489","Ensembl_gene"
"98","ENSG00000013306",66454,-0.4851,0.1594,3.92e-05,0.0075,"SLC25A39","9606.ENSP00000366299","Ensembl_gene"
"99","ENSG00000146955",62,-0.2776,0.084,3.89e-05,0.0075,"RAB19","9606.ENSP00000440167","Ensembl_gene"
"100","ENSG00000205309",526,-0.3666,0.1159,3.95e-05,0.0075,"NT5M","9606.ENSP00000373674","Ensembl_gene"
"101","ENSG00000162722",2096,-0.4992,0.1647,4.07e-05,0.00765,"TRIM58","9606.ENSP00000355437","Ensembl_gene"
"102","ENSG00000101057",377,-0.3588,0.1143,4.44e-05,0.00828,"MYBL2","9606.ENSP00000217026","Ensembl_gene"
"103","ENSG00000272941",1184,-0.2666,0.0824,4.52e-05,0.00833,"AC083862.2","#N/A","#N/A"
"104","ENSG00000124098",5459,-0.3334,0.1063,4.79e-05,0.00855,"FAM210B","9606.ENSP00000360437","Ensembl_gene"
"105","ENSG00000142945",73,-0.3908,0.1254,4.83e-05,0.00855,"KIF2C","9606.ENSP00000361298","Ensembl_gene"
"106","ENSG00000158828",8296,-0.2606,0.0809,4.77e-05,0.00855,"PINK1","9606.ENSP00000364204","Ensembl_gene"
"107","ENSG00000205639",226,-0.3862,0.1251,4.71e-05,0.00855,"MFSD2B","9606.ENSP00000385527","Ensembl_gene"
"108","ENSG00000243064",123,-0.502,0.1695,4.86e-05,0.00855,"ABCC13","#N/A","#N/A"
"109","ENSG00000147535",1038,0.1551,0.046,5.04e-05,0.00874,"PLPP5","9606.ENSP00000392553","Ensembl_gene"
"110","ENSG00000158825",11462,-0.323,0.1034,5.06e-05,0.00874,"CDA","9606.ENSP00000364212","Ensembl_gene"
"111","ENSG00000165626",114,-0.311,0.099,5.6e-05,0.00948,"BEND7","9606.ENSP00000345773","Ensembl_gene"
"112","ENSG00000167671",22762,-0.3404,0.1109,5.63e-05,0.00948,"UBXN6","9606.ENSP00000301281","Ensembl_gene"
"113","ENSG00000259536",17,0.525,0.1691,5.55e-05,0.00948,"AC091045.2","#N/A","#N/A"
"114","ENSG00000105520",8714,-0.2261,0.0705,5.87e-05,0.00978,"PLPPR2","9606.ENSP00000466898","Ensembl_gene"
"115","ENSG00000178297",162,-0.6051,0.2185,5.91e-05,0.00978,"TMPRSS9","9606.ENSP00000330264","Ensembl_gene"
"116","ENSG00000124785",39,-0.4144,0.1358,6.05e-05,0.00992,"NRN1","9606.ENSP00000480483","Ensembl_gene"
"117","ENSG00000240583",87,-0.4231,0.1409,6.15e-05,0.00999,"AQP1","9606.ENSP00000311165","Ensembl_gene"
"118","ENSG00000161888",66,-0.3967,0.1328,6.61e-05,0.0106,"SPC24","9606.ENSP00000465075","Ensembl_gene"
"119","ENSG00000205056",93,0.4032,0.1342,6.64e-05,0.0106,"LINC02397","#N/A","#N/A"
"120","ENSG00000079308",1732,-0.4216,0.1448,6.94e-05,0.0107,"TNS1","9606.ENSP00000171887","Ensembl_gene"
"121","ENSG00000106537",164,0.2822,0.0911,6.96e-05,0.0107,"TSPAN13","9606.ENSP00000262067","Ensembl_gene"
"122","ENSG00000204054",3329,-0.1942,0.0605,6.88e-05,0.0107,"LINC00963","#N/A","#N/A"
"123","ENSG00000264769",7,-0.7663,0.2683,6.89e-05,0.0107,"AC145207.8","#N/A","#N/A"
"124","ENSG00000276043",63,-0.3738,0.124,6.96e-05,0.0107,"UHRF1","9606.ENSP00000479617","Ensembl_gene"
"125","ENSG00000109272",132,-0.3564,0.1179,7.04e-05,0.0107,"PF4V1","9606.ENSP00000226524","Ensembl_gene"
"126","ENSG00000124731",16898,-0.242,0.0775,7.13e-05,0.0108,"TREM1","9606.ENSP00000244709","Ensembl_gene"
"127","ENSG00000008394",572,-0.2195,0.073,7.24e-05,0.0108,"MGST1","9606.ENSP00000379512","Ensembl_gene"
"128","ENSG00000236242",23,-0.5279,0.1807,7.52e-05,0.0112,"MYO16-AS1","#N/A","#N/A"
"129","ENSG00000129355",5802,-0.1836,0.0575,7.88e-05,0.0114,"CDKN2D","9606.ENSP00000377224","Ensembl_gene"
"130","ENSG00000132185",957,0.2312,0.0743,7.92e-05,0.0114,"FCRLA","9606.ENSP00000356936","Ensembl_gene"
"131","ENSG00000139890",1765,-0.2226,0.0713,7.85e-05,0.0114,"REM2","9606.ENSP00000267396","Ensembl_gene"
"132","ENSG00000152078",21,-0.5226,0.1808,7.94e-05,0.0114,"TLCD4","9606.ENSP00000359222","Ensembl_gene"
"133","ENSG00000111640",89475,-0.1955,0.0621,8.37e-05,0.0117,"GAPDH","9606.ENSP00000229239","Ensembl_gene"
"134","ENSG00000135476",69,-0.3337,0.111,8.25e-05,0.0117,"ESPL1","9606.ENSP00000257934","Ensembl_gene"
"135","ENSG00000274180",6304,-0.234,0.0759,8.31e-05,0.0117,"NATD1","9606.ENSP00000478388","Ensembl_gene"
"136","ENSG00000284882",379,-0.245,0.0795,8.29e-05,0.0117,"AL359762.1","#N/A","#N/A"
"137","ENSG00000282508",4807,-0.2614,0.086,8.45e-05,0.0117,"LINC01002","#N/A","#N/A"
"138","ENSG00000204613",159,-0.3888,0.1347,8.99e-05,0.0124,"TRIM10","9606.ENSP00000397073","Ensembl_gene"
"139","ENSG00000198858",41042,-0.2463,0.0811,9.12e-05,0.0125,"R3HDM4","9606.ENSP00000355385","Ensembl_gene"
"140","ENSG00000117632",1284,-0.1752,0.0554,9.29e-05,0.0126,"STMN1","9606.ENSP00000410452","Ensembl_gene"
"141","ENSG00000202538",107,-0.8108,0.4014,9.48e-05,0.0128,"RNU4-2","#N/A","#N/A"
"142","ENSG00000143595",254,-0.365,0.1272,9.77e-05,0.0131,"AQP10","9606.ENSP00000318355","Ensembl_gene"
"143","ENSG00000188026",348,-0.2427,0.0803,9.97e-05,0.0132,"RILPL1","9606.ENSP00000366070","Ensembl_gene"
"144","ENSG00000171533",7,-0.8502,0.3297,1e-04,0.0132,"MAP6","9606.ENSP00000307093","Ensembl_gene"
"145","ENSG00000126460",21,-0.3599,0.1213,0.000107,0.014,"PRRG2","9606.ENSP00000246794","Ensembl_gene"
"146","ENSG00000100985",11795,-0.411,0.1499,0.000109,0.0141,"MMP9","9606.ENSP00000361405","Ensembl_gene"
"147","ENSG00000174469",66,0.3867,0.1349,0.000112,0.0144,"CNTNAP2","9606.ENSP00000354778","Ensembl_gene"
"148","ENSG00000103148",4880,-0.3639,0.1302,0.000114,0.0146,"NPRL3","9606.ENSP00000483814","Ensembl_gene"
"149","ENSG00000026025",72879,-0.1652,0.053,0.000116,0.0148,"VIM","9606.ENSP00000446007","Ensembl_gene"
"150","ENSG00000169607",18,-0.416,0.1442,0.000122,0.0155,"CKAP2L","9606.ENSP00000305204","Ensembl_gene"
"151","ENSG00000167705",2010,-0.3038,0.107,0.000128,0.0162,"RILP","9606.ENSP00000301336","Ensembl_gene"
"152","ENSG00000117724",121,-0.271,0.0933,0.000131,0.0162,"CENPF","9606.ENSP00000355922","Ensembl_gene"
"153","ENSG00000145423",55,-0.58,0.2289,0.00013,0.0162,"SFRP2","9606.ENSP00000274063","Ensembl_gene"
"154","ENSG00000178719",10049,-0.2535,0.0873,0.000131,0.0162,"GRINA","9606.ENSP00000314380","Ensembl_gene"
"155","ENSG00000103534",21,-0.5422,0.2015,0.000133,0.0163,"TMC5","9606.ENSP00000379531","Ensembl_gene"
"156","ENSG00000198336",2632,-0.3893,0.1446,0.000135,0.0164,"MYL4","9606.ENSP00000347055","Ensembl_gene"
"157","ENSG00000250361",88,-0.6215,0.2508,0.000135,0.0164,"GYPB","9606.ENSP00000427690","Ensembl_gene"
"158","ENSG00000215811",15,-0.657,0.2561,0.000138,0.0166,"BTNL10","#N/A","#N/A"
"159","ENSG00000196407",43,-0.4738,0.1769,0.00014,0.0168,"THEM5","9606.ENSP00000357807","Ensembl_gene"
"160","ENSG00000076770",1903,-0.2637,0.0922,0.000144,0.017,"MBNL3","9606.ENSP00000359890","Ensembl_gene"
"161","ENSG00000181409",6125,-0.2458,0.0852,0.000144,0.017,"AATK","9606.ENSP00000324196","Ensembl_gene"
"162","ENSG00000196781",225,0.24,0.0832,0.000148,0.0174,"TLE1","9606.ENSP00000365682","Ensembl_gene"
"163","ENSG00000095585",413,0.2072,0.0704,0.000152,0.0177,"BLNK","9606.ENSP00000224337","Ensembl_gene"
"164","ENSG00000183019",1527,-0.2654,0.0937,0.000153,0.0178,"MCEMP1","9606.ENSP00000329920","Ensembl_gene"
"165","ENSG00000236438",12424,-0.2678,0.095,0.000157,0.0181,"FAM157A","#N/A","#N/A"
"166","ENSG00000115457",71,-0.4063,0.1506,0.00016,0.0182,"IGFBP2","9606.ENSP00000233809","Ensembl_gene"
"167","ENSG00000136689",7442,-0.2215,0.0767,0.000161,0.0182,"IL1RN","9606.ENSP00000259206","Ensembl_gene"
"168","ENSG00000229314",1058,-0.3838,0.1446,0.00016,0.0182,"ORM1","9606.ENSP00000259396","Ensembl_gene"
"169","ENSG00000156206",62,-0.3647,0.1337,0.000166,0.0187,"CFAP161","9606.ENSP00000286732","Ensembl_gene"
"170","ENSG00000204381",25,0.3176,0.1117,0.00017,0.019,"LAYN","9606.ENSP00000364765","Ensembl_gene"
"171","ENSG00000242265",24,0.5142,0.1975,0.000171,0.019,"PEG10","9606.ENSP00000418944","Ensembl_gene"
"172","ENSG00000146670",91,-0.3447,0.1272,0.000174,0.0192,"CDCA5","9606.ENSP00000275517","Ensembl_gene"
"173","ENSG00000073150",2363,-0.2532,0.0905,0.000178,0.0193,"PANX2","9606.ENSP00000379183","Ensembl_gene"
"174","ENSG00000124145",93,-0.1886,0.064,0.000176,0.0193,"SDC4","9606.ENSP00000361818","Ensembl_gene"
"175","ENSG00000133169",25,-0.5137,0.1972,0.000177,0.0193,"BEX1","9606.ENSP00000361813","Ensembl_gene"
"176","ENSG00000169877",2393,-0.5461,0.2314,0.000179,0.0193,"AHSP","9606.ENSP00000307199","Ensembl_gene"
"177","ENSG00000256020",84,-0.407,0.1548,0.000179,0.0193,"AC006205.2","#N/A","#N/A"
"178","ENSG00000214688",1166,-0.2409,0.0857,0.000183,0.0195,"C10orf105","9606.ENSP00000403151","Ensembl_gene"
"179","ENSG00000131944",172,-0.1772,0.06,0.000186,0.0198,"FAAP24","9606.ENSP00000466121","Ensembl_gene"
"180","ENSG00000144567",7538,-0.1426,0.0471,0.00019,0.02,"RETREG2","9606.ENSP00000395249","Ensembl_gene"
"181","ENSG00000164849",928,-0.2855,0.1052,0.000199,0.0209,"GPR146","9606.ENSP00000380283","Ensembl_gene"
"182","ENSG00000115828",5133,-0.2677,0.098,2e-04,0.0209,"QPCT","9606.ENSP00000344829","Ensembl_gene"
"183","ENSG00000100027",611,0.1418,0.0471,0.000205,0.0213,"YPEL1","9606.ENSP00000342832","Ensembl_gene"
"184","ENSG00000119630",8,-0.6642,0.2646,0.000209,0.0216,"PGF","9606.ENSP00000451040","Ensembl_gene"
"185","ENSG00000196415",130,-0.6157,0.2832,0.000214,0.0219,"PRTN3","9606.ENSP00000234347","Ensembl_gene"
"186","ENSG00000261326",175,0.2394,0.0863,0.000213,0.0219,"LINC01355","#N/A","#N/A"
"187","ENSG00000034152",11913,-0.1795,0.0626,0.000221,0.0224,"MAP2K3","9606.ENSP00000345083","Ensembl_gene"
"188","ENSG00000131747",105,-0.3518,0.1354,0.000221,0.0224,"TOP2A","9606.ENSP00000411532","Ensembl_gene"
"189","ENSG00000008438",3674,-0.3473,0.1359,0.000229,0.0227,"PGLYRP1","9606.ENSP00000008938","Ensembl_gene"
"190","ENSG00000011426",22,-0.5109,0.2075,0.000229,0.0227,"ANLN","9606.ENSP00000265748","Ensembl_gene"
"191","ENSG00000112212",35,-0.5565,0.236,0.000226,0.0227,"TSPO2","9606.ENSP00000362255","Ensembl_gene"
"192","ENSG00000128011",1534,-0.213,0.0765,0.000227,0.0227,"LRFN1","9606.ENSP00000248668","Ensembl_gene"
"193","ENSG00000238005",304,-0.2417,0.0885,0.000234,0.023,"AL391832.2","#N/A","#N/A"
"194","ENSG00000253522",118,0.2495,0.0906,0.000235,0.023,"MIR3142HG","#N/A","#N/A"
"195","ENSG00000138180",42,-0.3696,0.1422,0.000237,0.0231,"CEP55","9606.ENSP00000360540","Ensembl_gene"
"196","ENSG00000167768",1198,-0.4803,0.2018,0.00024,0.0232,"KRT1","9606.ENSP00000252244","Ensembl_gene"
"197","ENSG00000140534",20,-0.4158,0.1609,0.000242,0.0233,"TICRR","9606.ENSP00000268138","Ensembl_gene"
"198","ENSG00000070182",352,-0.4098,0.1678,0.000249,0.0235,"SPTB","9606.ENSP00000451752","Ensembl_gene"
"199","ENSG00000095932",340,-0.4047,0.1663,0.000248,0.0235,"SMIM24","9606.ENSP00000215531","Ensembl_gene"
"200","ENSG00000124635",239,-0.2679,0.1002,0.000248,0.0235,"H2BC11","9606.ENSP00000476136","Ensembl_gene"
"201","ENSG00000254470",10903,-0.2074,0.075,0.000245,0.0235,"AP5B1","9606.ENSP00000454303","Ensembl_gene"
"202","ENSG00000054356",55,-0.3974,0.1573,0.000251,0.0236,"PTPRN","9606.ENSP00000295718","Ensembl_gene"
"203","ENSG00000091262",202,-0.2264,0.0828,0.000254,0.0236,"ABCC6","9606.ENSP00000205557","Ensembl_gene"
"204","ENSG00000126603",84,-0.4024,0.1612,0.000253,0.0236,"GLIS2","9606.ENSP00000262366","Ensembl_gene"
"205","ENSG00000275216",212,-0.3039,0.1165,0.000255,0.0236,"AL161431.1","#N/A","#N/A"
"206","ENSG00000156463",21,-0.4684,0.1872,0.000264,0.0244,"SH3RF2","9606.ENSP00000424497","Ensembl_gene"
"207","ENSG00000125037",4567,-0.2168,0.0801,0.000276,0.0253,"EMC3","9606.ENSP00000245046","Ensembl_gene"
"208","ENSG00000125744",706,-0.2012,0.0736,0.000286,0.0261,"RTN2","9606.ENSP00000245923","Ensembl_gene"
"209","ENSG00000134827",623,-0.3779,0.1565,0.000291,0.0265,"TCN1","9606.ENSP00000257264","Ensembl_gene"
"210","ENSG00000145491",801,-0.2265,0.0852,3e-04,0.0267,"ROPN1L","9606.ENSP00000421405","Ensembl_gene"
"211","ENSG00000173338",148,-0.276,0.1064,3e-04,0.0267,"KCNK7","9606.ENSP00000344820","Ensembl_gene"
"212","ENSG00000181444",7071,-0.2022,0.0746,0.000295,0.0267,"ZNF467","9606.ENSP00000304769","Ensembl_gene"
"213","ENSG00000188672",29,-0.3913,0.1561,0.000301,0.0267,"RHCE","9606.ENSP00000294413","Ensembl_gene"
"214","ENSG00000266208",71,-0.2489,0.0936,0.000299,0.0267,"AC080112.2","#N/A","#N/A"
"215","ENSG00000062282",12177,-0.2085,0.078,0.000314,0.0272,"DGAT2","9606.ENSP00000228027","Ensembl_gene"
"216","ENSG00000090013",9734,-0.2927,0.1162,0.00031,0.0272,"BLVRB","9606.ENSP00000263368","Ensembl_gene"
"217","ENSG00000105327",1611,-0.1801,0.0657,0.000316,0.0272,"BBC3","9606.ENSP00000404503","Ensembl_gene"
"218","ENSG00000161911",1497,-0.3386,0.1391,0.000315,0.0272,"TREML1","9606.ENSP00000402855","Ensembl_gene"
